sample_id,sample,era,location,individual_key,K2,K3,K4,admixedness,max_prop,dominant_cluster,conflict_flag,missing_extraction,missing_library,missing_decode,admixedness_rank,tissue_subsampling_flag,tissue_subsampling_min_p,tissue_subsampling_min_metric,extraction_order_flag,extraction_order_min_p,extraction_order_min_metric,extraction_plate_flag,extraction_plate_min_p,library_plate_flag,library_plate_min_p,dilution_plate_flag,dilution_plate_min_p,index_duplicate_flag,seq_name_duplicate_flag,decode_mismatch_flag,generode_mismatch_flag,lab_notes_flag,lab_notes,evidence_count,evidence_sources,evidence_flag,admixedness_percentile,candidate_flag
OchACat029,OchACat029.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat029,0.0831121,0.9167886,9.94e-5,0.08321140000000005,0.9167886,K3,NA,FALSE,FALSE,FALSE,0.6064981949458483,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_order;extraction_plate;library_plate,TRUE,60.6,FALSE
OchACat030,OchACat030.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat030,0.0971033,0.9027975,9.92e-5,0.09720249999999996,0.9027975,K3,NA,FALSE,FALSE,FALSE,0.6534296028880866,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,65.3,FALSE
OchACat031,OchACat031.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat031,0.0823782,0.9175217,1e-4,0.0824783,0.9175217,K3,NA,FALSE,FALSE,FALSE,0.5956678700361011,FALSE,0.19,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,59.6,FALSE
OchACat032,OchACat032.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat032,0.0648648,0.888473,0.0466622,0.11152700000000004,0.888473,K3,NA,FALSE,FALSE,FALSE,0.7220216606498195,FALSE,0.19,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,72.2,FALSE
OchACat033,OchACat033.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat033,0.0909253,0.9037184,0.0053563,0.09628159999999995,0.9037184,K3,NA,FALSE,FALSE,FALSE,0.6462093862815884,FALSE,0.19,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,64.6,FALSE
OchACat034,OchACat034.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat034,0.079714,0.9201861,1e-4,0.0798139,0.9201861,K3,NA,FALSE,FALSE,FALSE,0.5812274368231047,FALSE,0.19,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,58.1,FALSE
OchACat035,OchACat035.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat035,0.0777808,0.9221191,1e-4,0.07788090000000003,0.9221191,K3,NA,FALSE,FALSE,FALSE,0.5740072202166066,FALSE,0.19,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,57.4,FALSE
OchACat036,OchACat036.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat036,0.0918583,0.8273469,0.0807947,0.1726531,0.8273469,K3,NA,FALSE,FALSE,FALSE,0.9133574007220217,FALSE,0.19,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,91.3,TRUE
OchACat037,OchACat037.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat037,0.0717879,0.9281126,9.95e-5,0.07188740000000005,0.9281126,K3,NA,FALSE,FALSE,FALSE,0.5234657039711191,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,52.3,FALSE
OchACat038,OchACat038.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat038,0.0913607,0.8988233,0.009816,0.1011767,0.8988233,K3,NA,FALSE,FALSE,FALSE,0.6714801444043321,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_order;extraction_plate;library_plate,TRUE,67.1,FALSE
OchACat039,OchACat039.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat039,0.0509624,0.8139906,0.135047,0.1860094,0.8139906,K3,OchACat039,FALSE,FALSE,FALSE,0.927797833935018,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;decode_mismatch,TRUE,92.8,TRUE
OchACat040,OchACat040.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat040,0.0873511,0.9091052,0.0035437,0.09089480000000004,0.9091052,K3,NA,FALSE,FALSE,FALSE,0.628158844765343,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,62.8,FALSE
OchACat041,OchACat041.merged.rmdup.merged.realn.rescaled.bam,Historical,Cat,OchACat041,0.0823338,0.9175662,9.99e-5,0.0824338,0.9175662,K3,NA,FALSE,FALSE,FALSE,0.592057761732852,FALSE,0.19,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,59.2,FALSE
OchATum001,OchATum001.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum001,0.0927373,0.876946,0.0303167,0.123054,0.876946,K3,NA,FALSE,FALSE,FALSE,0.776173285198556,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_order;extraction_plate;library_plate,TRUE,77.6,TRUE
OchATum002,OchATum002.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum002,0.1117807,0.879118,0.0091013,0.12088200000000004,0.879118,K3,NA,FALSE,FALSE,FALSE,0.7689530685920578,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,76.9,TRUE
OchATum003,OchATum003.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum003,0.1089417,0.8867778,0.0042804,0.11322220000000004,0.8867778,K3,NA,FALSE,FALSE,FALSE,0.7328519855595668,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,73.3,FALSE
OchATum004,OchATum004.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum004,0.0883466,0.4844446,0.4272088,0.5155554,0.4844446,K3,NA,FALSE,FALSE,FALSE,1,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,100,TRUE
OchATum005,OchATum005.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum005,0.0340288,0.0067001,0.9592711,0.04072889999999996,0.9592711,K4,NA,FALSE,FALSE,FALSE,0.38267148014440433,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,38.3,FALSE
OchATum006,OchATum006.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum006,0.0878021,0.7682712,0.1439266,0.23172879999999996,0.7682712,K3,NA,FALSE,FALSE,FALSE,0.9494584837545126,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,94.9,TRUE
OchATum007,OchATum007.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum007,0.0463353,0.0673862,0.8862786,0.11372139999999996,0.8862786,K4,NA,FALSE,FALSE,FALSE,0.7364620938628159,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,73.6,FALSE
OchATum008,OchATum008.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum008,0.065842,0.5310016,0.4031563,0.4689984,0.5310016,K3,NA,FALSE,FALSE,FALSE,0.9927797833935018,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_order;extraction_plate;library_plate,TRUE,99.3,TRUE
OchATum009,OchATum009.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum009,0.029359,0.2394798,0.7311612,0.26883880000000004,0.7311612,K4,NA,FALSE,FALSE,FALSE,0.9675090252707581,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,96.8,TRUE
OchATum010,OchATum010.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum010,0.04813929999999999,0.6260305,0.3258302,0.3739694999999999,0.6260305,K3,NA,FALSE,FALSE,FALSE,0.9819494584837545,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_order;extraction_plate;library_plate,TRUE,98.2,TRUE
OchATum011,OchATum011.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum011,0.02248729999999999,0.3012813,0.6762314,0.32376859999999996,0.6762314,K4,NA,FALSE,FALSE,FALSE,0.9747292418772563,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,97.5,TRUE
OchATum012,OchATum012.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum012,0.0363689,0.3207257,0.6429054,0.35709460000000004,0.6429054,K4,NA,FALSE,FALSE,FALSE,0.9783393501805054,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,97.8,TRUE
OchATum013,OchATum013.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum013,0.0519258,0.2080349,0.7400394,0.2599606,0.7400394,K4,NA,FALSE,FALSE,FALSE,0.9638989169675091,FALSE,0.057,period2_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,96.4,TRUE
OchATum014,OchATum014.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum014,0.1124114,0.8595538,0.0280348,0.14044619999999997,0.8595538,K3,NA,FALSE,FALSE,FALSE,0.855595667870036,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,85.6,TRUE
OchATum015,OchATum015.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum015,0.1218907,0.871089,0.0070203,0.128911,0.871089,K3,NA,FALSE,FALSE,FALSE,0.8014440433212996,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,80.1,TRUE
OchATum016,OchATum016.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum016,0.0399247,0.0076717,0.9524037,0.04759630000000003,0.9524037,K4,NA,FALSE,FALSE,FALSE,0.40794223826714804,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,40.8,FALSE
OchATum017,OchATum017.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum017,0.0627322,0.0087969,0.9284708,0.07152919999999996,0.9284708,K4,NA,FALSE,FALSE,FALSE,0.51985559566787,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,52,FALSE
OchATum018,OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum018,0.0859139,0.6180989,0.2959872,0.3819011,0.6180989,K3,NA,FALSE,FALSE,FALSE,0.9855595667870036,FALSE,0.057,period2_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,98.6,TRUE
OchATum019,OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum019,0.2134612,0.7798111,0.0067278,0.2201889,0.7798111,K3,NA,FALSE,FALSE,FALSE,0.9458483754512635,FALSE,0.094,period3_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,94.6,TRUE
OchATum020,OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum020,0.1744182,0.8220931,0.0034888,0.17790689999999998,0.8220931,K3,NA,FALSE,FALSE,FALSE,0.924187725631769,FALSE,0.094,period3_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,92.4,TRUE
OchATum021,OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum021,0.17476529999999998,0.824769,4.658e-4,0.17523100000000005,0.824769,K3,NA,FALSE,FALSE,FALSE,0.9169675090252708,FALSE,0.094,period3_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,91.7,TRUE
OchATum022,OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum022,0.1680838,0.8314481,4.68e-4,0.16855189999999998,0.8314481,K3,NA,FALSE,FALSE,FALSE,0.9061371841155235,FALSE,0.094,period3_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,90.6,TRUE
OchATum023,OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum023,0.1236943,0.8576064,0.0186993,0.1423936,0.8576064,K3,OcA0102311B,FALSE,FALSE,FALSE,0.8628158844765343,FALSE,0.094,period3_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;decode_mismatch,TRUE,86.3,TRUE
OchATum024,OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum024,0.1152263,0.879817,0.0049567,0.12018300000000004,0.879817,K3,NA,FALSE,FALSE,FALSE,0.7581227436823105,FALSE,0.094,period3_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,75.8,TRUE
OchATum025,OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum025,0.0353195,0.5647496,0.3999309,0.4352504,0.5647496,K3,NA,FALSE,FALSE,FALSE,0.9891696750902527,FALSE,0.094,period3_corr,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_order;extraction_plate;library_plate,TRUE,98.9,TRUE
OchATum026,OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum026,0.1116866,0.8767865,0.0115268,0.12321349999999998,0.8767865,K3,NA,FALSE,FALSE,FALSE,0.779783393501805,FALSE,0.094,period3_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,78,TRUE
OchATum027,OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum027,0.1648384,0.8350616,1.001e-4,0.16493840000000004,0.8350616,K3,NA,FALSE,FALSE,FALSE,0.9025270758122743,FALSE,0.094,period3_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,extraction_plate;library_plate;dilution_plate,TRUE,90.3,TRUE
OchATum028,OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum028,0.059587,0.1999174,0.7404956,0.25950439999999997,0.7404956,K4,NA,FALSE,FALSE,FALSE,0.9602888086642599,FALSE,0.094,period3_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,96,TRUE
OchATum029,OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum029,0.113191,0.6964793,0.1903297,0.3035207,0.6964793,K3,NA,FALSE,FALSE,FALSE,0.9711191335740073,FALSE,0.094,period3_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,97.1,TRUE
OchATum030,OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum030,0.0867213,0.8223876,0.090891,0.1776124,0.8223876,K3,NA,FALSE,FALSE,FALSE,0.9205776173285198,FALSE,0.094,period3_corr,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,extraction_plate;library_plate,TRUE,92.1,TRUE
OchATum031,OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum031,0.0428591,0.017735,0.9394058,0.06059420000000004,0.9394058,K4,NA,FALSE,FALSE,FALSE,0.4620938628158845,TRUE,0.041,adj_abs_diff_mean,FALSE,0.422,period3_corr,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,tissue_subsampling;extraction_plate;library_plate;dilution_plate,TRUE,46.2,FALSE
OchATum032,OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum032,0.1095273,0.8688287,0.021644,0.1311713,0.8688287,K3,NA,FALSE,FALSE,FALSE,0.8122743682310469,TRUE,0.041,adj_abs_diff_mean,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,tissue_subsampling;extraction_order;extraction_plate;library_plate,TRUE,81.2,TRUE
OchATum033,OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum033,0.1126337,0.8504061,0.0369603,0.14959389999999995,0.8504061,K3,NA,FALSE,FALSE,FALSE,0.8844765342960289,TRUE,0.041,adj_abs_diff_mean,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,tissue_subsampling;extraction_order;extraction_plate;library_plate,TRUE,88.4,TRUE
OchATum034,OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum034,0.1074456,0.8856465,0.0069078,0.1143535,0.8856465,K3,NA,FALSE,FALSE,FALSE,0.7436823104693141,TRUE,0.041,adj_abs_diff_mean,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,tissue_subsampling;extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,74.4,FALSE
OchATum035,OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum035,0.1092307,0.8439817,0.0467877,0.15601830000000003,0.8439817,K3,NA,FALSE,FALSE,FALSE,0.8880866425992779,TRUE,0.041,adj_abs_diff_mean,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,tissue_subsampling;extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,88.8,TRUE
OchATum036,OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,OchATum036,0.0344043,0.4535258,0.5120699,0.4879301,0.5120699,K4,NA,FALSE,FALSE,FALSE,0.9963898916967509,TRUE,0.041,adj_abs_diff_mean,TRUE,0.049,adj_abs_diff_mean,TRUE,0,TRUE,0,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,tissue_subsampling;extraction_order;extraction_plate;library_plate;dilution_plate,TRUE,99.6,TRUE
OchCBur013,OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur013,0.9998009,9.95e-5,9.95e-5,1.991000000000076e-4,0.9998009,K2,NA,FALSE,FALSE,TRUE,0.018050541516245487,TRUE,0.046,period2_corr,FALSE,0.105,period2_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,1.8,FALSE
OchCBur014,OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur014,0.8713826,0.1229205,0.0056969,0.1286174,0.8713826,K2,NA,FALSE,FALSE,TRUE,0.7978339350180506,TRUE,0.046,period2_corr,FALSE,0.105,period2_corr,FALSE,0.256,TRUE,0.006,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,tissue_subsampling;library_plate,TRUE,79.8,TRUE
OchCBur015,OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur015,0.9998004,9.98e-5,9.98e-5,1.9959999999996647e-4,0.9998004,K2,NA,FALSE,FALSE,TRUE,0.07220216606498195,TRUE,0.046,period2_corr,FALSE,0.105,period2_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,7.2,FALSE
OchCBur016,OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur016,0.9997998,1.001e-4,1.001e-4,2.0019999999998372e-4,0.9997998,K2,NA,FALSE,FALSE,TRUE,0.1624548736462094,TRUE,0.046,period2_corr,FALSE,0.105,period2_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,16.2,FALSE
OchCBur017,OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur017,0.9998001,9.99e-5,9.99e-5,1.999000000000306e-4,0.9998001,K2,NA,FALSE,FALSE,TRUE,0.11913357400722022,TRUE,0.046,period2_corr,FALSE,0.304,period2_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,11.9,FALSE
OchCBur018,OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur018,0.9998005,9.97e-5,9.97e-5,1.995000000000191e-4,0.9998005,K2,NA,FALSE,FALSE,TRUE,0.05054151624548736,TRUE,0.046,period2_corr,FALSE,0.304,period2_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,5.1,FALSE
OchCBur021,OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur021,0.9998005,9.98e-5,9.98e-5,1.995000000000191e-4,0.9998005,K2,NA,FALSE,FALSE,TRUE,0.05054151624548736,TRUE,0.046,period2_corr,FALSE,0.2,period3_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,5.1,FALSE
OchCBur022,OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur022,0.9975856,0.0023142,1.002e-4,0.00241439999999992,0.9975856,K2,NA,FALSE,FALSE,TRUE,0.20216606498194944,TRUE,0.046,period2_corr,FALSE,0.2,period3_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,20.2,FALSE
OchCBur023,OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur023,0.9998001,9.99e-5,9.99e-5,1.9989999999991e-4,0.9998001,K2,NA,FALSE,FALSE,TRUE,0.11552346570397112,TRUE,0.046,period2_corr,FALSE,0.2,period3_corr,FALSE,0.256,TRUE,0.006,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,tissue_subsampling;library_plate;dilution_plate,TRUE,11.6,FALSE
OchCBur024,OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,OchCBur024,0.8766627,0.1181829,0.0051543,0.12333729999999998,0.8766627,K2,NA,FALSE,FALSE,TRUE,0.7833935018050542,TRUE,0.046,period2_corr,FALSE,0.2,period3_corr,FALSE,0.256,TRUE,0.006,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,tissue_subsampling;library_plate,TRUE,78.3,TRUE
