sample_id,sample,era,location,cluster,prop
OchATum026,OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0115268
OchATum027,OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.1648384
OchATum027,OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8350616
OchATum027,OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,1.001e-4
OchATum028,OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.059587
OchATum028,OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.1999174
OchATum028,OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.7404956
OchATum029,OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.113191
OchATum029,OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.6964793
OchATum029,OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.1903297
OchATum030,OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0867213
OchATum030,OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8223876
OchATum030,OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.090891
OchATum031,OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0428591
OchATum031,OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.017735
OchATum031,OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.9394058
OchATum032,OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.10952730000000001
OchATum032,OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8688287
OchATum032,OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.021644
OchATum033,OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.11263369999999999
OchATum033,OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8504061
OchATum033,OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0369603
OchATum034,OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.1074456
OchATum034,OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8856465
OchATum034,OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0069078
OchATum035,OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.1092307
OchATum035,OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.8439817
OchATum035,OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.0467877
OchATum036,OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K2,0.0344043
OchATum036,OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K3,0.4535258
OchATum036,OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,K4,0.5120699
OchCBur013,OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998009
OchCBur013,OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.95e-5
OchCBur013,OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.95e-5
OchCBur014,OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.8713826
OchCBur014,OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1229205
OchCBur014,OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0056969
OchCBur015,OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998004
OchCBur015,OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur015,OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur016,OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997998
OchCBur016,OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.001e-4
OchCBur016,OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur017,OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998001
OchCBur017,OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99e-5
OchCBur017,OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99e-5
OchCBur018,OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005
OchCBur018,OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur018,OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur021,OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005
OchCBur021,OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur021,OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur022,OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9975856000000001
OchCBur022,OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0023142
OchCBur022,OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.002e-4
OchCBur023,OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998001000000001
OchCBur023,OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99e-5
OchCBur023,OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99e-5
OchCBur024,OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.8766627
OchCBur024,OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1181829
OchCBur024,OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0051543
OchCBur025,OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998001999999999
OchCBur025,OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99e-5
OchCBur025,OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99e-5
OchCBur026,OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.8797202999999999
OchCBur026,OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1143973
OchCBur026,OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0058824
OchCBur028,OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9995794
OchCBur028,OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,3.204e-4
OchCBur028,OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.002e-4
OchCBur029,OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998001999999999
OchCBur029,OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur029,OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur030,OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur030,OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur030,OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur031,OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9104787
OchCBur031,OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0847224
OchCBur031,OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.004799
OchCBur032,OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9883464
OchCBur032,OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0115534
OchCBur032,OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur034,OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998004
OchCBur034,OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur034,OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur035,OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9886261999999999
OchCBur035,OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0112736
OchCBur035,OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur037,OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998004
OchCBur037,OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur037,OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur038,OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005
OchCBur038,OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur038,OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur040,OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005999999999
OchCBur040,OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur040,OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur041,OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998004
OchCBur041,OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur041,OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur042,OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.8889822
OchCBur042,OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.1033201
OchCBur042,OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0076976
OchCBur043,OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005
OchCBur043,OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur043,OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur044,OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9712639999999999
OchCBur044,OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.028557
OchCBur044,OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.79e-4
OchCBur045,OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur045,OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur045,OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur047,OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9871763
OchCBur047,OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0127235
OchCBur047,OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur049,OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur049,OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur049,OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur051,OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997997999999999
OchCBur051,OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.001e-4
OchCBur051,OchCBur051.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur052,OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9965554
OchCBur052,OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0033445
OchCBur052,OchCBur052.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur053,OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005000000001
OchCBur053,OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur053,OchCBur053.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur054,OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9758903000000001
OchCBur054,OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0240095
OchCBur054,OchCBur054.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur055,OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998002
OchCBur055,OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99e-5
OchCBur055,OchCBur055.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99e-5
OchCBur056,OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9868402000000001
OchCBur056,OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0130596
OchCBur056,OchCBur056.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur057,OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9943343
OchCBur057,OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0055655
OchCBur057,OchCBur057.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur058,OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998003
OchCBur058,OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.99e-5
OchCBur058,OchCBur058.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.99e-5
OchCBur059,OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9894993
OchCBur059,OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0104006
OchCBur059,OchCBur059.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur060,OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9967668000000001
OchCBur060,OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.003133
OchCBur060,OchCBur060.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur061,OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999000000001
OchCBur061,OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.001e-4
OchCBur061,OchCBur061.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur062,OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998004
OchCBur062,OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur062,OchCBur062.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur063,OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998
OchCBur063,OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur063,OchCBur063.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur064,OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998004
OchCBur064,OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur064,OchCBur064.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur065,OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998002
OchCBur065,OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur065,OchCBur065.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCBur066,OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998012999999999
OchCBur066,OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.94e-5
OchCBur066,OchCBur066.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.94e-5
OchCBur067,OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998007
OchCBur067,OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur067,OchCBur067.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur069,OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur069,OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur069,OchCBur069.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur070,OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur070,OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur070,OchCBur070.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur071,OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005
OchCBur071,OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur071,OchCBur071.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur072,OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9922246
OchCBur072,OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0076752
OchCBur072,OchCBur072.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur073,OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998008
OchCBur073,OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.96e-5
OchCBur073,OchCBur073.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.96e-5
OchCBur074,OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005000000001
OchCBur074,OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur074,OchCBur074.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur076,OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998001
OchCBur076,OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur076,OchCBur076.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur077,OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998008
OchCBur077,OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.96e-5
OchCBur077,OchCBur077.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.96e-5
OchCBur078,OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005000000001
OchCBur078,OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur078,OchCBur078.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur079,OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur079,OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur079,OchCBur079.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur080,OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999
OchCBur080,OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur080,OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur082,OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998005
OchCBur082,OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97e-5
OchCBur082,OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97e-5
OchCBur083,OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998007
OchCBur083,OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.96e-5
OchCBur083,OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.96e-5
OchCBur084,OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9908036
OchCBur084,OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0090962
OchCBur084,OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur086,OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997997000000001
OchCBur086,OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.001e-4
OchCBur086,OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur087,OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9905057
OchCBur087,OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0093942
OchCBur087,OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.001e-4
OchCBur088,OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9997999000000001
OchCBur088,OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1e-4
OchCBur088,OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1e-4
OchCBur089,OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.9998003
OchCBur089,OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98e-5
OchCBur089,OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98e-5
OchCCat001,OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9188874
OchCCat001,OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0810125
OchCCat001,OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat002,OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.926072
OchCCat002,OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0738279
OchCCat002,OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat003,OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8373727999999999
OchCCat003,OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1625271
OchCCat003,OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat004,OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9459525
OchCCat004,OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0539473
OchCCat004,OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat005,OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9398514
OchCCat005,OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0598712
OchCCat005,OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,2.773e-4
OchCCat006,OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9454598
OchCCat006,OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0544399
OchCCat006,OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat007,OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9104994
OchCCat007,OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0894004
OchCCat007,OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat008,OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9034089999999999
OchCCat008,OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0964909
OchCCat008,OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat009,OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8370517
OchCCat009,OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1626437
OchCCat009,OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,3.047e-4
OchCCat010,OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.924518
OchCCat010,OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0753817
OchCCat010,OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat011,OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8547881
OchCCat011,OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1451117
OchCCat011,OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat012,OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.952515
OchCCat012,OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0473849
OchCCat012,OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat013,OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8958624
OchCCat013,OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1040375
OchCCat013,OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.001e-4
OchCCat014,OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8999218
OchCCat014,OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0999781
OchCCat014,OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.002e-4
OchCCat015,OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9329284
OchCCat015,OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0668743
OchCCat015,OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,1.973e-4
OchCCat016,OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.9222916
OchCCat016,OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0765237
OchCCat016,OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0011847
OchCCat017,OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.864
OchCCat017,OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1353204
OchCCat017,OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,6.796e-4
OchCCat018,OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.939817
OchCCat018,OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0598897
