sample_id,sample,era,location,K2,K3,K4,prop_sum,max_prop,dominant_cluster,entropy,effective_clusters,admixedness,individual_key,extraction_individual_ids,extraction_ids,n_extractions,library_individual_ids,library_extraction_ids,library_ids,sequence_ids,novogene_seq_ids,full_seq_names,full_seq_decodes,n_library_rows,n_library_extractions,decode_seq_names,decode_sequence_ids,n_decode_entries,conflict_flag,missing_extraction,missing_library,missing_decode
OchATum018,OchATum018.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0859139,0.6180989,0.2959872,1,0.6180989,K3,0.8685858712059532,2.3835378396576026,0.3819011,OchATum018,Och-ATum_018,Och-ATum_018-Ex1,1,Och-ATum_018,Och-ATum_018-Ex1,1;2,N/A;Och-ATum_018-Ex1-11E-lcwgs-2-1,N/A;OcA0101811E,NA;OchATum018,NA;Och-ATum_018-Ex1-11E-lcwgs-2-2,2,1,OcA0101811E;OchATum018,Och-ATum_018-Ex1-11E-lcwgs-2-1;Och-ATum_018-Ex1-11E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum019,OchATum019.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.2134612,0.7798111,0.0067278,1.0000001,0.7798111,K3,0.5572391153475508,1.7458457615589968,0.2201889,OchATum019,Och-ATum_019,Och-ATum_019-Ex1,1,Och-ATum_019,Och-ATum_019-Ex1,1;2,N/A;Och-ATum_019-Ex1-12E-lcwgs-2-1,N/A;OcA0101912E,NA;OchATum019,NA;Och-ATum_019-Ex1-12E-lcwgs-2-2,2,1,OcA0101912E;OchATum019,Och-ATum_019-Ex1-12E-lcwgs-2-1;Och-ATum_019-Ex1-12E-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum020,OchATum020.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1744182,0.8220931,0.0034888,1.0000001,0.8220931,K3,0.4853760981866528,1.624785973003917,0.17790689999999998,OchATum020,Och-ATum_020,Och-ATum_020-Ex1,1,Och-ATum_020,Och-ATum_020-Ex1,1;2,N/A;Och-ATum_020-Ex1-1F-lcwgs-2-1,N/A;OcA0102001F,NA;OchATum020,NA;Och-ATum_020-Ex1-1F-lcwgs-2-2,2,1,OcA0102001F;OchATum020,Och-ATum_020-Ex1-1F-lcwgs-2-1;Och-ATum_020-Ex1-1F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum021,OchATum021.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.17476529999999998,0.824769,4.658e-4,1.0000001,0.824769,K3,0.4673119403263728,1.5956990886834292,0.17523100000000005,OchATum021,Och-ATum_021,Och-ATum_021-Ex1,1,Och-ATum_021,Och-ATum_021-Ex1,1;2,N/A;Och-ATum_021-Ex1-2F-lcwgs-2-1,N/A;OcA0102102F,NA;OchATum021,NA;Och-ATum_021-Ex1-2F-lcwgs-2-2,2,1,OcA0102102F;OchATum021,Och-ATum_021-Ex1-2F-lcwgs-2-1;Och-ATum_021-Ex1-2F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum022,OchATum022.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1680838,0.8314481,4.68e-4,0.9999999,0.8314481,K3,0.4568047861681281,1.5790206074970827,0.16855189999999998,OchATum022,Och-ATum_022,Och-ATum_022-Ex1,1,Och-ATum_022,Och-ATum_022-Ex1,1;2,N/A;Och-ATum_022-Ex1-3F-lcwgs-2-1,N/A;OcA0102203F,NA;OchATum022,NA;Och-ATum_022-Ex1-3F-lcwgs-2-2,2,1,OcA0102203F;OchATum022,Och-ATum_022-Ex1-3F-lcwgs-2-1;Och-ATum_022-Ex1-3F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum023,OchATum023.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1236943,0.8576064,0.0186993,1,0.8576064,K3,0.4646604123630862,1.5914736523357234,0.1423936,OchATum023,Och-ATum_023,Och-ATum_023-Ex1,1,Och-ATum_023,Och-ATum_023-Ex1,1;2,Och-ATum_023-Ex1-11B-lcwgs-1-1;Och-ATum_023-Ex1-4F-lcwgs-2-1,OcA0102311B2;OcA0102304F,NA;OchATum023,NA;Och-ATum_023-Ex1-4F-lcwgs-2-2,2,1,OcA0102304F;OcA0102311B;OchATum023,Och-ATum_023-Ex1-4F-lcwgs-2-1;Och-ATum_023-Ex1-11B-lcwgs-1-1;Och-ATum_023-Ex1-4F-lcwgs-2-2,5,OcA0102311B,FALSE,FALSE,FALSE
OchATum024,OchATum024.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1152263,0.879817,0.0049567,1,0.879817,K3,0.3879458227372906,1.473949927552506,0.12018300000000004,OchATum024,Och-ATum_024,Och-ATum_024-Ex1,1,Och-ATum_024,Och-ATum_024-Ex1,1;2,N/A;Och-ATum_024-Ex1-5F-lcwgs-2-1,N/A;OcA0102405F,NA;OchATum024,NA;Och-ATum_024-Ex1-5F-lcwgs-2-2,2,1,OcA0102405F;OchATum024,Och-ATum_024-Ex1-5F-lcwgs-2-1;Och-ATum_024-Ex1-5F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum025,OchATum025.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0353195,0.5647496,0.3999309,1,0.5647496,K3,0.8072890422107288,2.241822255817315,0.4352504,OchATum025,Och-ATum_025,Och-ATum_025-Ex1,1,Och-ATum_025,Och-ATum_025-Ex1,1;2,N/A;Och-ATum_025-Ex1-6F-lcwgs-2-1,N/A;OcA0102506F,NA;OchATum025,NA;Och-ATum_025-Ex1-6F-lcwgs-2-2,2,1,OcA0102506F;OchATum025,Och-ATum_025-Ex1-6F-lcwgs-2-1;Och-ATum_025-Ex1-6F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum026,OchATum026.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1116866,0.8767865,0.0115268,0.9999999,0.8767865,K3,0.41155880220995167,1.50916844763927,0.12321349999999998,OchATum026,Och-ATum_026,Och-ATum_026-Ex1,1,Och-ATum_026,Och-ATum_026-Ex1,1;2,N/A;Och-ATum_026-Ex1-7F-lcwgs-2-1,N/A;OcA0102607F,NA;OchATum026,NA;Och-ATum_026-Ex1-7F-lcwgs-2-2,2,1,OcA0102607F;OchATum026,Och-ATum_026-Ex1-7F-lcwgs-2-1;Och-ATum_026-Ex1-7F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum027,OchATum027.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1648384,0.8350616,1.001e-4,1.0000001,0.8350616,K3,0.44861049459274827,1.5661345205171715,0.16493840000000004,OchATum027,Och-ATum_027,Och-ATum_027-Ex1,1,Och-ATum_027,Och-ATum_027-Ex1,1;2,N/A;Och-ATum_027-Ex1-8F-lcwgs-2-1,N/A;OcA0102708F,NA;OchATum027,NA;Och-ATum_027-Ex1-8F-lcwgs-2-2,2,1,OcA0102708F;OchATum027,Och-ATum_027-Ex1-8F-lcwgs-2-1;Och-ATum_027-Ex1-8F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum028,OchATum028.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.059587,0.1999174,0.7404956,1,0.7404956,K4,0.7123627359767334,2.038802724843716,0.25950439999999997,OchATum028,Och-ATum_028,Och-ATum_028-Ex1,1,Och-ATum_028,Och-ATum_028-Ex1,1;2,N/A;Och-ATum_028-Ex1-9F-lcwgs-2-1,N/A;OcA0102809F,NA;OchATum028,NA;Och-ATum_028-Ex1-9F-lcwgs-2-2,2,1,OcA0102809F;OchATum028,Och-ATum_028-Ex1-9F-lcwgs-2-1;Och-ATum_028-Ex1-9F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum029,OchATum029.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.113191,0.6964793,0.1903297,1,0.6964793,K3,0.8142918449429704,2.2575763920086738,0.3035207,OchATum029,Och-ATum_029,Och-ATum_029-Ex1,1,Och-ATum_029,Och-ATum_029-Ex1,1;2,N/A;Och-ATum_029-Ex1-10F-lcwgs-2-1,N/A;OcA0102910F,NA;OchATum029,NA;Och-ATum_029-Ex1-10F-lcwgs-2-2,2,1,OcA0102910F;OchATum029,Och-ATum_029-Ex1-10F-lcwgs-2-1;Och-ATum_029-Ex1-10F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum030,OchATum030.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0867213,0.8223876,0.090891,0.9999999,0.8223876,K3,0.5908161202032415,1.805461287728759,0.1776124,OchATum030,Och-ATum_030,Och-ATum_030-Ex1,1,Och-ATum_030,Och-ATum_030-Ex1,1;2,N/A;Och-ATum_030-Ex1-11F-lcwgs-2-1,N/A;OcA0103011F,NA;OchATum030,NA;Och-ATum_030-Ex1-11F-lcwgs-2-2,2,1,OcA0103011F;OchATum030,Och-ATum_030-Ex1-11F-lcwgs-2-1;Och-ATum_030-Ex1-11F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum031,OchATum031.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0428591,0.017735,0.9394058,0.9999999,0.9394058,K4,0.2652306529931857,1.3037316507087964,0.06059420000000004,OchATum031,Och-ATum_031,Och-ATum_031-Ex1,1,Och-ATum_031,Och-ATum_031-Ex1,1;2,N/A;Och-ATum_031-Ex1-12F-lcwgs-2-1,N/A;OcA0103112F,NA;OchATum031,NA;Och-ATum_031-Ex1-12F-lcwgs-2-2,2,1,OcA0103112F;OchATum031,Och-ATum_031-Ex1-12F-lcwgs-2-1;Och-ATum_031-Ex1-12F-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum032,OchATum032.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1095273,0.8688287,0.021644,1,0.8688287,K3,0.4473559729449394,1.564171002753092,0.1311713,OchATum032,Och-ATum_032,Och-ATum_032-Ex1,1,Och-ATum_032,Och-ATum_032-Ex1,1;2,N/A;Och-ATum_032-Ex1-1G-lcwgs-2-1,N/A;OcA0103201G,NA;OchATum032,NA;Och-ATum_032-Ex1-1G-lcwgs-2-2,2,1,OcA0103201G;OchATum032,Och-ATum_032-Ex1-1G-lcwgs-2-1;Och-ATum_032-Ex1-1G-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum033,OchATum033.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1126337,0.8504061,0.0369603,1.0000001,0.8504061,K3,0.50564122889012,1.658048368174993,0.14959389999999995,OchATum033,Och-ATum_033,Och-ATum_033-Ex1,1,Och-ATum_033,Och-ATum_033-Ex1,1;2,Och-ATum_033-Ex1-12D-lcwgs-1-1;Och-ATum_033-Ex1-2G-lcwgs-2-1,OcA0103312D;OcA0103302G,NA;OchATum033,NA;Och-ATum_033-Ex1-2G-lcwgs-2-2,2,1,OcA0103302G;OcA0103312D;OchATum033,Och-ATum_033-Ex1-2G-lcwgs-2-1;Och-ATum_033-Ex1-12D-lcwgs-1-1;Och-ATum_033-Ex1-2G-lcwgs-2-2,5,NA,FALSE,FALSE,FALSE
OchATum034,OchATum034.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1074456,0.8856465,0.0069078,0.9999999,0.8856465,K3,0.381604111490391,1.464632139308834,0.1143535,OchATum034,Och-ATum_034,Och-ATum_034-Ex1,1,Och-ATum_034,Och-ATum_034-Ex1,1;2,N/A;Och-ATum_034-Ex1-3G-lcwgs-2-1,N/A;OcA0103403G,NA;OchATum034,NA;Och-ATum_034-Ex1-3G-lcwgs-2-2,2,1,OcA0103403G;OchATum034,Och-ATum_034-Ex1-3G-lcwgs-2-1;Och-ATum_034-Ex1-3G-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum035,OchATum035.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.1092307,0.8439817,0.0467877,1.0000000999999998,0.8439817,K3,0.5282989840738064,1.6960448542032656,0.15601830000000003,OchATum035,Och-ATum_035,Och-ATum_035-Ex1,1,Och-ATum_035,Och-ATum_035-Ex1,1;2,N/A;Och-ATum_035-Ex1-4G-lcwgs-2-1,N/A;OcA0103504G,NA;OchATum035,NA;Och-ATum_035-Ex1-4G-lcwgs-2-2,2,1,OcA0103504G;OchATum035,Och-ATum_035-Ex1-4G-lcwgs-2-1;Och-ATum_035-Ex1-4G-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchATum036,OchATum036.merged.rmdup.merged.realn.rescaled.bam,Historical,Tum,0.0344043,0.4535258,0.5120699,1,0.5120699,K4,0.8172574736176146,2.264281462752815,0.4879301,OchATum036,Och-ATum_036,Och-ATum_036-Ex1,1,Och-ATum_036,Och-ATum_036-Ex1,1;2,N/A;Och-ATum_036-Ex1-5G-lcwgs-2-1,N/A;OcA0103605G,NA;OchATum036,NA;Och-ATum_036-Ex1-5G-lcwgs-2-2,2,1,OcA0103605G;OchATum036,Och-ATum_036-Ex1-5G-lcwgs-2-1;Och-ATum_036-Ex1-5G-lcwgs-2-2,3,NA,FALSE,FALSE,FALSE
OchCBur013,OchCBur013.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998009,9.95e-5,9.95e-5,0.9999999,0.9998009,K2,0.0020329354081256,1.0020350032223193,1.991000000000076e-4,OchCBur013,Och-CBur_013,Och-CBur_013-Ex1,1,Och-CBur_013,Och-CBur_013_Ex1,1,Och-CBur_013_Ex1-1A-lcwgs-1-1,OcC0101301A,OchCBur013,Och-CBur_013_Ex1-1A-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur014,OchCBur014.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.8713826,0.1229205,0.0056969,1,0.8713826,K2,0.4070755727573798,1.5024176432157572,0.1286174,OchCBur014,Och-CBur_014,Och-CBur_014-Ex1,1,Och-CBur_014,Och-CBur_014_Ex1,1,Och-CBur_014_Ex1-1G-lcwgs-1-1,OcC0101401G,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur015,OchCBur015.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998004,9.98e-5,9.98e-5,1,0.9998004,K2,0.00203836361657399,1.002040442491952,1.9959999999996647e-4,OchCBur015,Och-CBur_015,Och-CBur_015-Ex1,1,Och-CBur_015,Och-CBur_015_Ex1,1,Och-CBur_015_Ex1-2E-lcwgs-1-1,OcC0101502E,OchCBur015,Och-CBur_015_Ex1-2E-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur016,OchCBur016.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9997998,1.001e-4,1.001e-4,1,0.9997998,K2,0.00204389000114546,1.002045980168095,2.0019999999998372e-4,OchCBur016,Och-CBur_016,Och-CBur_016-Ex1,1,Och-CBur_016,Och-CBur_016_Ex1,1,Och-CBur_016_Ex1-3A-lcwgs-1-1,OcC0101603A,OchCBur016,Och-CBur_016_Ex1-3A-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur017,OchCBur017.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998001,9.99e-5,9.99e-5,0.9999999,0.9998001,K2,0.00204030592495105,1.0020423887653878,1.999000000000306e-4,OchCBur017,Och-CBur_017,Och-CBur_017-Ex1,1,Och-CBur_017,Och-CBur_017_Ex1,1,Och-CBur_017_Ex1-3H-lcwgs-1-1,OcC0101703H,OchCBur017,Och-CBur_017_Ex1-3H-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur018,OchCBur018.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998005,9.97e-5,9.97e-5,0.9999999,0.9998005,K2,0.00203662106782222,1.002038696389151,1.995000000000191e-4,OchCBur018,Och-CBur_018,Och-CBur_018-Ex1,1,Och-CBur_018,Och-CBur_018_Ex1,1,Och-CBur_018_Ex1-4G-lcwgs-1-1,OcC0101804G,OchCBur018,Och-CBur_018_Ex1-4G-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur021,OchCBur021.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998005,9.98e-5,9.98e-5,1.0000001,0.9998005,K2,0.00203826363653104,1.0020403423079105,1.995000000000191e-4,OchCBur021,Och-CBur_021,Och-CBur_021-Ex1,1,Och-CBur_021,Och-CBur_021_Ex1,1,Och-CBur_021_Ex1-6F-lcwgs-1-1,OcC0102106F,OchCBur021,Och-CBur_021_Ex1-6F-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur022,OchCBur022.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9975856,0.0023142,1.002e-4,1,0.9975856,K2,0.01737832412264264,1.0175302057376585,0.00241439999999992,OchCBur022,Och-CBur_022,Och-CBur_022-Ex1,1,Och-CBur_022,Och-CBur_022_Ex1,1,Och-CBur_022_Ex1-7B-lcwgs-1-1,OcC0102207B,OchCBur022,Och-CBur_022_Ex1-7B-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur023,OchCBur023.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998001,9.99e-5,9.99e-5,0.9999999,0.9998001,K2,0.00204030592495094,1.0020423887653878,1.9989999999991e-4,OchCBur023,Och-CBur_023,Och-CBur_023-Ex1,1,Och-CBur_023,Och-CBur_023_Ex1,1,Och-CBur_023_Ex1-7G-lcwgs-1-1,OcC0102307G,OchCBur023,Och-CBur_023_Ex1-7G-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur024,OchCBur024.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.8766627,0.1181829,0.0051543,0.9999999,0.8766627,K2,0.39493233869232647,1.4842837589431843,0.12333729999999998,OchCBur024,Och-CBur_024,Och-CBur_024-Ex1,1,Och-CBur_024,Och-CBur_024_Ex1,1,Och-CBur_024_Ex1-8E-lcwgs-1-1,OcC0102408E,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur025,OchCBur025.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998002,9.99e-5,9.99e-5,1,0.9998002,K2,0.0020402059449381,1.0020422885811815,1.9980000000008324e-4,OchCBur025,Och-CBur_025,Och-CBur_025-Ex1,1,Och-CBur_025,Och-CBur_025_Ex1,1,Och-CBur_025_Ex1-1B-lcwgs-1-1,OcC0102501B,OchCBur025,Och-CBur_025_Ex1-1B-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur026,OchCBur026.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.8797202999999999,0.1143973,0.0058824,1,0.8797202999999999,K2,0.3909702878529854,1.4784145858890354,0.1202797000000001,OchCBur026,Och-CBur_026,Och-CBur_026-Ex1,1,Och-CBur_026,Och-CBur_026_Ex1,1,Och-CBur_026_Ex1-1H-lcwgs-1-1,OcC0102601H,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur028,OchCBur028.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9995794,3.204e-4,1.002e-4,1,0.9995794,K2,0.00392110672664513,1.0039288043233705,4.205999999999932e-4,OchCBur028,Och-CBur_028,Och-CBur_028-Ex1,1,Och-CBur_028,Och-CBur_028_Ex1,1,Och-CBur_028_Ex1-3B-lcwgs-1-1,OcC0102803B,OchCBur028,Och-CBur_028_Ex1-3B-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur029,OchCBur029.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998002,9.98e-5,9.98e-5,0.9999998,0.9998002,K2,0.00203856357663012,1.0020406428600352,1.9980000000008324e-4,OchCBur029,Och-CBur_029,Och-CBur_029-Ex1,1,Och-CBur_029,Och-CBur_029_Ex1,1,Och-CBur_029_Ex1-4A-lcwgs-1-1,OcC0102904A,OchCBur029,Och-CBur_029_Ex1-4A-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur030,OchCBur030.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9997999,1e-4,1e-4,0.9999999,0.9997999,K2,0.0020421480530548,1.0020442346575331,2.0010000000003636e-4,OchCBur030,Och-CBur_030,Och-CBur_030-Ex1,1,Och-CBur_030,Och-CBur_030_Ex1,1,Och-CBur_030_Ex1-4H-lcwgs-1-1,OcC0103004H,OchCBur030,Och-CBur_030_Ex1-4H-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur031,OchCBur031.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9104787,0.0847224,0.004799,1.0000001,0.9104787,K2,0.3201392438805398,1.3773195343009497,0.08952130000000003,OchCBur031,Och-CBur_031,Och-CBur_031-Ex1,1,Och-CBur_031,Och-CBur_031_Ex1,1,Och-CBur_031_Ex1-5E-lcwgs-1-1,OcC0103105E,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur032,OchCBur032.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9883464,0.0115534,1.001e-4,0.9999999,0.9883464,K2,0.06404441031710714,1.0661397453143298,0.01165360000000004,OchCBur032,Och-CBur_032,Och-CBur_032-Ex1,1,Och-CBur_032,Och-CBur_032_Ex1,1,Och-CBur_032_Ex1-6B-lcwgs-1-1,OcC0103206B,OchCBur032,Och-CBur_032_Ex1-6B-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur034,OchCBur034.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998004,9.98e-5,9.98e-5,1,0.9998004,K2,0.00203836361657399,1.002040442491952,1.9959999999996647e-4,OchCBur034,Och-CBur_034,Och-CBur_034-Ex1,1,Och-CBur_034,Och-CBur_034_Ex1,1,Och-CBur_034_Ex1-7C-lcwgs-1-1,OcC0103407C,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur035,OchCBur035.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9886262,0.0112736,1.001e-4,0.9999999,0.9886262,K2,0.06279610976992857,1.0648097127997536,0.0113738000000001,OchCBur035,Och-CBur_035,Och-CBur_035-Ex1,1,Och-CBur_035,Och-CBur_035_Ex1,1,Och-CBur_035_Ex1-7H-lcwgs-1-1,OcC0103507H,OchCBur035,Och-CBur_035_Ex1-7H-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur037,OchCBur037.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998004,9.98e-5,9.98e-5,1,0.9998004,K2,0.00203836361657399,1.002040442491952,1.9959999999996647e-4,OchCBur037,Och-CBur_037,Och-CBur_037-Ex1,1,Och-CBur_037,Och-CBur_037_Ex1,1,Och-CBur_037_Ex1-1C-lcwgs-1-1,OcC0103701C,OchCBur037,Och-CBur_037_Ex1-1C-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur038,OchCBur038.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998005,9.97e-5,9.97e-5,0.9999999,0.9998005,K2,0.00203662106782222,1.002038696389151,1.995000000000191e-4,OchCBur038,Och-CBur_038,Och-CBur_038-Ex1,1,Och-CBur_038,Och-CBur_038_Ex1,1,Och-CBur_038_Ex1-2A-lcwgs-1-1,OcC0103802A,OchCBur038,Och-CBur_038_Ex1-2A-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur040,OchCBur040.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998006,9.97e-5,9.97e-5,1,0.9998006,K2,0.00203652108776926,1.0020385962052742,1.9940000000007177e-4,OchCBur040,Och-CBur_040,Och-CBur_040-Ex1,1,Och-CBur_040,Och-CBur_040_Ex1,1,Och-CBur_040_Ex1-3C-lcwgs-1-1,OcC0104003C,OchCBur040,Och-CBur_040_Ex1-3C-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur041,OchCBur041.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998004,9.98e-5,9.98e-5,1,0.9998004,K2,0.00203836361657399,1.002040442491952,1.9959999999996647e-4,OchCBur041,Och-CBur_041,Och-CBur_041-Ex1,1,Och-CBur_041,Och-CBur_041_Ex1,1,Och-CBur_041_Ex1-4B-lcwgs-1-1,OcC0104104B,OchCBur041,Och-CBur_041_Ex1-4B-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur042,OchCBur042.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.8889822,0.1033201,0.0076976,0.9999999,0.8889822,K2,0.37660545198941897,1.4573292095860444,0.11101780000000006,OchCBur042,Och-CBur_042,Och-CBur_042-Ex1,1,Och-CBur_042,Och-CBur_042_Ex1,1,Och-CBur_042_Ex1-5A-lcwgs-1-1,OcC0104205A,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur043,OchCBur043.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9998005,9.98e-5,9.98e-5,1.0000001,0.9998005,K2,0.00203826363653104,1.0020403423079105,1.995000000000191e-4,OchCBur043,Och-CBur_043,Och-CBur_043-Ex1,1,Och-CBur_043,Och-CBur_043_Ex1,1,Och-CBur_043_Ex1-5F-lcwgs-1-1,OcC0104305F,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur044,OchCBur044.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.971264,0.028557,1.79e-4,1,0.971264,K2,0.13140804235146286,1.1404330313604754,0.02873600000000009,OchCBur044,Och-CBur_044,Och-CBur_044-Ex1,1,Och-CBur_044,Och-CBur_044_Ex1,1,Och-CBur_044_Ex1-6C-lcwgs-1-1,OcC0104406C,NA,NA,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur045,OchCBur045.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9997999,1e-4,1e-4,0.9999999,0.9997999,K2,0.0020421480530548,1.0020442346575331,2.0010000000003636e-4,OchCBur045,Och-CBur_045,Och-CBur_045-Ex1,1,Och-CBur_045,Och-CBur_045_Ex1,1,Och-CBur_045_Ex1-6G-lcwgs-1-1,OcC0104506G,OchCBur045,Och-CBur_045_Ex1-6G-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur047,OchCBur047.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9871763,0.0127235,1.001e-4,0.9999999,0.9871763,K2,0.06919220723846248,1.0716421667359308,0.01282369999999999,OchCBur047,Och-CBur_047,Och-CBur_047-Ex1,1,Och-CBur_047,Och-CBur_047_Ex1,1,Och-CBur_047_Ex1-8A-lcwgs-1-1,OcC0104708A,OchCBur047,Och-CBur_047_Ex1-8A-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
OchCBur049,OchCBur049.merged.rmdup.merged.realn.bam,Contemporary,Bur,0.9997999,1e-4,1e-4,0.9999999,0.9997999,K2,0.0020421480530548,1.0020442346575331,2.0010000000003636e-4,OchCBur049,Och-CBur_049,Och-CBur_049-Ex1,1,Och-CBur_049,Och-CBur_049_Ex1,1,Och-CBur_049_Ex1-1D-lcwgs-1-1,OcC0104901D,OchCBur049,Och-CBur_049_Ex1-1D-lcwgs-1-2,1,1,NA,NA,NA,NA,FALSE,FALSE,TRUE
