sample_id,sample,era,location,n_clusters,prop_sum,prop_sum_diff
OchCTum018,OchCTum018.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum019,OchCTum019.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum020,OchCTum020.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999998,-2.0000000000575113e-7
OchCTum021,OchCTum021.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum022,OchCTum022.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum023,OchCTum023.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum024,OchCTum024.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum025,OchCTum025.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999999,-9.999999994736442e-8
OchCTum026,OchCTum026.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum027,OchCTum027.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum028,OchCTum028.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum029,OchCTum029.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999999,-9.999999994736442e-8
OchCTum030,OchCTum030.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum031,OchCTum031.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum032,OchCTum032.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum033,OchCTum033.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999999,-9.999999994736442e-8
OchCTum034,OchCTum034.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999999,-9.999999994736442e-8
OchCTum035,OchCTum035.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1.0000001,1.0000000005838672e-7
OchCTum036,OchCTum036.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1.0000001,1.0000000005838672e-7
OchCTum037,OchCTum037.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum038,OchCTum038.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum039,OchCTum039.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum040,OchCTum040.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum041,OchCTum041.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum042,OchCTum042.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum043,OchCTum043.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum044,OchCTum044.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999998999999999,-1.0000000005838672e-7
OchCTum045,OchCTum045.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999998999999999,-1.0000000005838672e-7
OchCTum047,OchCTum047.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
OchCTum048,OchCTum048.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999999,-9.999999994736442e-8
OchCTum049,OchCTum049.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1.0000001,1.0000000005838672e-7
OchCTum050,OchCTum050.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,0.9999998999999999,-1.0000000005838672e-7
OchCTum051,OchCTum051.merged.rmdup.merged.realn.bam,Contemporary,Tum,4,1,0
