Sample,era,location,Cluster,Prop
OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur080.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4262931
OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5735074
OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.97E-05
OchCBur082.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.97E-05
OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.5876694
OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.4121313
OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.96E-05
OchCBur083.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.96E-05
OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3420522
OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6487514
OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0090962
OchCBur084.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4229538
OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5768459
OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0001001
OchCBur086.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3279541
OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6625516
OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,0.0093942
OchCBur087.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,0.0001001
OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.3692096
OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.6305903
OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,1.00E-04
OchCBur088.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,1.00E-04
OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K1,0.4805512
OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K2,0.5192491
OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K3,9.98E-05
OchCBur089.merged.rmdup.merged.realn.bam,Contemporary,Bur,K4,9.98E-05
OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1126152
OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8062722
OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0810125
OchCCat001.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.4393125
OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.4867595
OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0738279
OchCCat002.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0762936
OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7610792
OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1625271
OchCCat003.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.628026
OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.3179265
OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0539473
OchCCat004.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.5775498
OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.3623016
OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0598712
OchCCat005.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0002773
OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.516582
OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.4288778
OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0544399
OchCCat006.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.2102997
OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7001997
OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0894004
OchCCat007.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1871253
OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7162837
OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0964909
OchCCat008.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0475177
OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.789534
OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1626437
OchCCat009.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0003047
OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.5409061
OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.3836119
OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0753817
OchCCat010.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0639364
OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7908517
OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1451117
OchCCat011.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8575329
OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0949821
OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0473849
OchCCat012.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.2949936
OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.6008688
OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1040375
OchCCat013.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.299588
OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.6003338
OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0999781
OchCCat014.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8554248
OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0775036
OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0668743
OchCCat015.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001973
OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8669481
OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0553435
OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0765237
OchCCat016.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0011847
OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0626866
OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8013134
OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1353204
OchCCat017.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0006796
OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8591862
OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0806308
OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0598897
OchCCat018.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0002933
OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0430448
OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.820485
OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1361593
OchCCat019.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0003109
OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.3598921
OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.5931169
OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0468908
OchCCat020.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1992282
OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.6913681
OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1090106
OchCCat021.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0003932
OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8667749
OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0886738
OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0444511
OchCCat022.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1052799
OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7633268
OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1231887
OchCCat023.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0082046
OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1141191
OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7567347
OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1268941
OchCCat024.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022521
OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,9.99E-05
OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8627073
OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1349902
OchCCat025.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022025
OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0521604
OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8452896
OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1012026
OchCCat028.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0013475
OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0139078
OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8499225
OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1341656
OchCCat029.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.002004
OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.6229417
OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.3281425
OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0488156
OchCCat031.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.4636029
OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.4669822
OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0681649
OchCCat035.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0012501
OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0220126
OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8451202
OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1288301
OchCCat036.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0040371
OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.019508
OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8449452
OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1342275
OchCCat037.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0013193
OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0092761
OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8262639
OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1629046
OchCCat038.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0015554
OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.3837185
OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.580979
OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0352023
OchCCat047.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1333252
OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7499745
OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1141592
OchCCat051.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0025411
OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,9.89E-05
OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7906041
OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.205423
OchCCat059.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.003874
OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1465516
OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7782075
OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0729829
OchCCat063.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022579
OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0558488
OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8416361
OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1002565
OchCCat065.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0022586
OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1507601
OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7652237
OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.083916
OchCCat066.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8970826
OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0675115
OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0337099
OchCCat068.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0016961
OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.175517
OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7310236
OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0933593
OchCCat069.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8957571
OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0362083
OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0649212
OchCCat070.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0031133
OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8648983
OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.083478
OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0515236
OchCCat071.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.076313
OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7782673
OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1441482
OchCCat072.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0012715
OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.7038101
OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.2731567
OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0229331
OchCCat074.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.126042
OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8034584
OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0699413
OchCCat075.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0005583
OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8753079
OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0761428
OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0481622
OchCCat076.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.000387
OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1498828
OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.791539
OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0584781
OchCCat077.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.282364
OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.6430117
OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0745241
OchCCat079.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8843204
OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0326684
OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0817965
OchCCat080.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0012146
OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8692711
OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.066296
OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0633555
OchCCat081.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0010774
OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.7770137
OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.2156756
OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0072105
OchCCat082.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1798902
OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.769495
OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0505089
OchCCat083.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001059
OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.1443331
OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7351063
OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1204604
OchCCat084.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.7028698
OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.2909145
OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0061155
OchCCat085.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001002
OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8585077
OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.1067831
OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0340752
OchCCat086.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0006339
OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8686416
OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0970138
OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0342444
OchCCat087.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8782961
OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0728144
OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0478572
OchCCat088.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0010323
OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.2223243
OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.6764328
OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1011428
OchCCat090.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.8706185
OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.0552752
OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0735343
OchCCat091.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.000572
OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.0901005
OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.7661492
OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1435467
OchCCat092.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0002035
OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,9.96E-05
OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.810429
OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1873372
OchCCat094.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0021343
OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,9.97E-05
OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.8050323
OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.1928566
OchCCat095.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0020114
OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K1,0.662194
OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K2,0.2969344
OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K3,0.0407714
OchCCat096.merged.rmdup.merged.realn.bam,Contemporary,Cat,K4,0.0001001
OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9210432
OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0617111
OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0159199
OchCTum001.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0013259
OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9139592
OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0587716
OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0262492
OchCTum002.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.00102
OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9336784
OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0651362
OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.93E-05
OchCTum003.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010862
OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8842589
OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.1154401
OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,9.96E-05
OchCTum004.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0002014
OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9029174
OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0319457
OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0633896
OchCTum005.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0017473
OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9057188
OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0307657
OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0613679
OchCTum006.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0021477
OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8967918
OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0359903
OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0653994
OchCTum007.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0018185
OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8990444
OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0618165
OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0380565
OchCTum008.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0010825
OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.8898919
OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001003
OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.1059354
OchCTum009.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0040723
OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.9361185
OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0055534
OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.055202
OchCTum010.merged.rmdup.merged.realn.bam,Contemporary,Tum,K4,0.0031261
OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K1,0.906162
OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K2,0.0001004
OchCTum011.merged.rmdup.merged.realn.bam,Contemporary,Tum,K3,0.0894908
